,reviews,stars,date,country,verified,corpus,polarity,label,recommendation
59,"✅ Trip Verified |  Overall very satisfied. Ground staff member at YVR was extremely helpful & courteous. A350 was only a few months old, so seats were in good order & comfortable by the standards of a modern day Y class seat, although the very small washroom was already starting to look a bit shabby. Cabin crew very friendly & professional, & meal service carried out at reasonable time in the flight. Choice of 2 options for the main meal which was the same for both legs of my journey 1 month apart. Flight departed on time but unfortunately upon landing at LHR we were unable to deplane for quite some time due to a staffing issue at LHR which so not the fault of the airline, and we were given frequent updates on the situation from the flight manager & the flight deck.",1.0,2024-01-12,United Kingdom,True,overall satisfied ground staff member yvr extremely helpful courteous month old seat good order comfortable standard modern day class seat although small washroom already starting look bit shabby cabin crew friendly professional meal service carried reasonable time flight choice option main meal leg journey month apart flight departed time unfortunately upon landing lhr unable deplane quite time due staffing issue lhr fault airline given frequent update situation flight manager flight deck,0.10219298245614036,Positive,Not Recommended
60,✅ Trip Verified |  First time using BA business class but we were pleased with the service received. No one was waiting at check in/bag drop and through security in 2 minutes. We used the lounge in the b gates area which we found quiet with plenty of food and drink on offer. Boarding was quick and the cabin was on a 1x2x1 layout with 12 seats although there was a larger b/c cabin behind that had about 30 seats. Again food and drinks were plenty full and good quality. Service from the cabin crew was excellent and the cabin manager (Lauren) even made up a birthday card when she found out it was my wife’s special birthday. Departed early and arrived at JFK early as well. The only thing that I disliked was paying £117 each to select our seats and no free wi-fi.,9.0,2024-01-07,United Kingdom,True,first time using ba business class pleased service received one waiting check bag drop security minute used lounge b gate area found quiet plenty food drink offer boarding quick cabin x x layout seat although larger b c cabin behind seat food drink plenty full good quality service cabin crew excellent cabin manager lauren even made birthday card found wife special birthday departed early arrived jfk early well thing disliked paying select seat free wi fi,0.24931972789115647,Positive,Recommended
61,"✅ Trip Verified |  For the price paid (bought during a sale) it was a decent experience although the club class (business class) seats offer no more legroom than economy class (using short-haul fleet on a 4 hour flight). Fast track through security was not honoured. The lounge at Istanbul airport was over-crowded as it is also open to the public who can pay for usage, causing a long queue for entry , which was badly organised. Boarding was smooth, cabin crew were friendly but their service was hit-and-miss. Eg. Some people got a “welcome” and some didn’t; Half of the cabin was automatically offered coffee after dinner but not the other half. However, drinks were replenished generously and regularly and the meal was good (with a choice of three mains from the menu).",6.0,2023-12-29,United Kingdom,True,price paid bought sale decent experience although club class business class seat offer legroom economy class using short haul fleet hour flight fast track security honoured lounge istanbul airport crowded also open public pay usage causing long queue entry badly organised boarding smooth cabin crew friendly service hit miss eg people got welcome half cabin automatically offered coffee dinner half however drink replenished generously regularly meal good choice three main menu,0.11500000000000002,Positive,Neutral
62,"✅ Trip Verified |  Flight left on time and arrived over half an hour earlier than scheduled (thanks to strong tail winds). The flight was full but no catering had been loaded for economy passenger at Heathrow so for 3 and a half hours we only had a small bottle of water and a small packet of corn snacks. Nothing at all available to even buy to eat! Worse than a low-cost carrier experience in this sense. One of the light panels overhead the seats towards the back of the plan was broken and loose and just hanging above the unfortunate passenger's head for the whole flight (poor maintenance of cabin). I would choose another airline on this route in the future, as one of their competitors offers full meal service on this route even in the economy cabin.",1.0,2023-12-29,United Kingdom,True,flight left time arrived half hour earlier scheduled thanks strong tail wind flight full catering loaded economy passenger heathrow half hour small bottle water small packet corn snack nothing available even buy eat worse low cost carrier experience sense one light panel overhead seat towards back plan broken loose hanging unfortunate passenger head whole flight poor maintenance cabin would choose another airline route future one competitor offer full meal service route even economy cabin,-0.013186813186813187,Negative,Not Recommended
63,"✅ Trip Verified |  Very Poor Business class product, BA is not even close to the other airline leaders. Which ever way they sell the seat on a 777 it is a 2-4-2 layout. The cabin feels and is very cramped. The food in business class is economy quality just served in a china dish! However, the price of course is at premier levels. The only positive of the whole fight and return were the cabin crew who were fantastic. I felt genuinely sorry for them having to try and flog such a poor product. Would I fly BA business again? only if their were no other options and I had no choice.",8.0,2023-12-27,United Kingdom,True,poor business class product ba even close airline leader ever way sell seat layout cabin feel cramped food business class economy quality served china dish however price course premier level positive whole fight return cabin crew fantastic felt genuinely sorry try flog poor product would fly ba business option choice,0.046753246753246755,Negative,Recommended
64,"Not Verified | This review is for LHR-SYD-LHR. BA015 and BA016. Business class had a 1-2-1 configuration on 777 giving space, privacy and easy aisle access. Seat reclines into comfortable flat bed. Good quality pillow and duvet. Privacy with sliding door. Good storage space around the seat and charging point. Flights on time - no delays. Gluten free meals were very poor in quality and presentation. Warm processed meat between two bland slices of GF bread apparently is a business class breakfast. On two sectors the main course (no choice offered) was bland fish which was served in a single small tray covered with foil - in business class? Condensation had formed as the dish was reheated (probably from chilled) so the offering was sitting in a weak watery liquid. One crew member appeared genuinely apologetic as they meekly served one meal. Do BA also serve the same GF offering in economy, economy plus and first on a long haul flight? My advice if GF - take your own food or dine in the lounge if you are in the care of BA for 24 hours. My travelling companion had very good regular meals, or so they told me, with a choice of main course on the same flights. Crew gave the impression that they were doing a job covering the basics and rather than welcoming and engaging. Usual hospitality industry waffle about service but little of substance delivered.",6.0,2023-12-27,United Kingdom,False,verified review lhr syd lhr ba ba business class configuration giving space privacy easy aisle access seat reclines comfortable flat bed good quality pillow duvet privacy sliding door good storage space around seat charging point flight time delay gluten free meal poor quality presentation warm processed meat two bland slice gf bread apparently business class breakfast two sector main course choice offered bland fish served single small tray covered foil business class condensation formed dish reheated probably chilled offering sitting weak watery liquid one crew member appeared genuinely apologetic meekly served one meal ba also serve gf offering economy economy plus first long haul flight advice gf take food dine lounge care ba hour travelling companion good regular meal told choice main course flight crew gave impression job covering basic rather welcoming engaging usual hospitality industry waffle service little substance delivered,0.13697619047619047,Positive,Neutral
65,"✅ Trip Verified |  Check in was chaotic and badly organised. Even though there were two desks, one for premium and one economy, there ended up being just one queue, in front of the premium check in, even though most passengers in it were economy. That meant that those travelling in club or with higher status had no separate queue to join. Whilst I was waiting in line another passenger went up to query and we ended up forming a new line in front of the economy check in desk for premium passengers, unnecessarily badly organised, the staff in charge should be retrained! Security at the airport was very quick and through to the lounge. This is a generic airport lounge for all airlines, and it is actually quite good overall. Nice layout and seating options, reasonable food and drink options, and an outdoor terrace which is really nice. Boarding was very well organised, although quite slow to get everyone on board.. but the flight was probably only half full and we still departed early so I think they felt no rush.. and it actually made the boarding experience nicer and more relaxed. On board the club Europe seats are fine by European business standards, although as previously commented are really not very good overall.. the meal service was disappointing. As is normal, BA do not stock enough of the proper meal option .. when the options are so limited and varied in quality BA really should stock enough for everyone to have the good meal. Sadly they had run out by the time they got to me so I had the option of vegetarian sausage or a salad. I wanted a hot meal so went for the sausage and I can honestly say it was one of the most disgusting onboard meals I’ve ever had in any cabin class, rolling some mush (similar consistency to mashed potato) into a sausage shape does not make it a sausage! BA you need to improve the meal options, make the vegetarian meal something you specifically have to request in advance and offer all passengers a choice of two decent meals .. then people will not be left with such a substandard alternative when their first choice runs out! Whilst I hadn’t planned on using it, the on board WiFi was not functioning so was not available to use. Overall though the flight was fairly comfortable and the cabin crew were very friendly and efficient. I used avios to pay for the flight so it was obviously good value for money for me!",1.0,2023-12-20,United Kingdom,True,check chaotic badly organised even though two desk one premium one economy ended one queue front premium check even though passenger economy meant travelling club higher status separate queue join whilst waiting line another passenger went query ended forming new line front economy check desk premium passenger unnecessarily badly organised staff charge retrained security airport quick lounge generic airport lounge airline actually quite good overall nice layout seating option reasonable food drink option outdoor terrace really nice boarding well organised although quite slow get everyone board flight probably half full still departed early think felt rush actually made boarding experience nicer relaxed board club europe seat fine european business standard although previously commented really good overall meal service disappointing normal ba stock enough proper meal option option limited varied quality ba really stock enough everyone good meal sadly run time got option vegetarian sausage salad wanted hot meal went sausage honestly say one disgusting onboard meal ever cabin class rolling mush similar consistency mashed potato sausage shape make sausage ba need improve meal option make vegetarian meal something specifically request advance offer passenger choice two decent meal people left substandard alternative first choice run whilst planned using board wifi functioning available use overall though flight fairly comfortable cabin crew friendly efficient used avios pay flight obviously good value money,0.09939246359700905,Positive,Not Recommended
66,"Not Verified | All 4 of our flights were fine in terms of comfort, punctuality and service. I feel safe with BA and that is my main reason for booking with them even though I could travel with other airlines more directly. On our return flight ATL/LHR we skipped the evening meal preferring to sleep and were looking forward to a hearty breakfast prior to arrival at LHR. Sadly we were seriously disappointed. To serve a chicken sausage in a wrap for a business class breakfast is just unacceptable. Does BA actually pay experts to design these breakfasts? Low point on an otherwise good trip.",1.0,2023-12-18,United Kingdom,False,verified flight fine term comfort punctuality service feel safe ba main reason booking even though could travel airline directly return flight atl lhr skipped evening meal preferring sleep looking forward hearty breakfast prior arrival lhr sadly seriously disappointed serve chicken sausage wrap business class breakfast unacceptable ba actually pay expert design breakfast low point otherwise good trip,0.05333333333333336,Negative,Not Recommended
67,"✅ Trip Verified |  I was going to fly to Frankfurt from Glasgow over London but the flight from London to Frankfurt was cancelled. This meant I had to stay overnight in London where I have no accommodation etc. As I was rebooked to a flight from London City airport which was more than 2h by train I had to get an uber and then take a hotel for £250 in total (London prices). I was reassured over the phone that I would get all the money back. My flight from London city airport was then cancelled again and rebooked to London Heathrow but two days later. I then cancelled that flight and rebooked a new one with Lufthansa as I urgently had to get to work and needed the money. I never received the money back for the hotel, compensation for cancelled flight 1, compensation for cancelled flight 2, the extra food I had to pay for, the uber, or the actual cost of the flight. I was first transferred 3€ by British Airways. They stopped replying to me and told me the issue was ""weather conditions"" although other non-BA flights were going. I lost over £700 in total and never got compensated for the loss of a work day either. It just really feels like they don't care about people. Worst service/airline ever.",6.0,2023-12-15,United Kingdom,True,going fly frankfurt glasgow london flight london frankfurt cancelled meant stay overnight london accommodation etc rebooked flight london city airport h train get uber take hotel total london price reassured phone would get money back flight london city airport cancelled rebooked london heathrow two day later cancelled flight rebooked new one lufthansa urgently get work needed money never received money back hotel compensation cancelled flight compensation cancelled flight extra food pay uber actual cost flight first transferred british airway stopped replying told issue weather condition although non ba flight going lost total never got compensated loss work day either really feel like care people worst service airline ever,0.029720279720279727,Negative,Neutral
68,"✅ Trip Verified | Much better experience this time around. Flew CPT to LHR on a new A350. Checkin was efficient. I used the Bidvest lounge at CPT as it is better than BA's lounge. Boarding was speedy. The new business class club suites are very good. Slightly irritating to be directed to the wrong seat (1A instead of 1K) which meant that after settling in the passenger in 1A showed up. We arranged a seat switch. Second time in a row it has happened. Why can't BA staff memorise which side of the plane is which and get it right? Captain's announcement was short and on point. Welcome drink was served at the correct temperature i.e. cold (first time ever for me - previously BA has always served the welcome champagne warm). IFE system was good - everything worked as it should. Felt slightly cheap that business class passengers have to pay for wifi. I did not bother. Cocktail was good. The nuts came on a cheap plastic tray which was naff ... other airlines bring out something classier. A female flight attendant came to take my order and I asked for Rooibas panacotta and the chicken breast. She repeated back to me ""so you want a P and a C"". It was such a bizarre thing to say that I misheard. I thought she said ""so you want beef and sea""? Confusion reigned until she explained to me she had a checklist of passenger orders and they abbreviate to first letters so she was saying ""P"" for panacotta and ""C"" for chicken. But how bizarre to repeat back an order to a passenger in code. Why not just say, ""so to confirm panacotta to start and chicken as your main dish"", like every other restaurant / airline does in the world? The internal coding of food ordering is exactly that - internal. She even looked irritated at me that I did not understand her jargon first time. The food, when it came, was excellent. Much much better than recent flights. I read somewhere that BA changed caterer. If so, it shows. The panacotta was superb as was the chicken ... good restaurant quality. The wine was OK to good but definitely not good to excellent. I feel that while the food has got better in BA business class, the wines have got worse. Certainly compared to Air France which I have also flown recently. The wine was brought out on time (not afer I finished eating as it was lass time I flew BA business). Cheese was also good and not teeth crackingly cold as last time. I had a good night's sleep. Plenty of snacks out if you wanted them (and they did not run out). Breakfast was excellent and the coffee was hot (previously it has been lukewarm). So all in all a vastly improved service offering. The staff seemed rushed off their feet ... it would not hurt to have an extra flight attendant to look after so many business class seats. Overall summary: vastly improved passenger proposition. It would be 10/10 but I deduct a point for showing me to the wrong seat and another point for the bizarre interaction with the female flight attendant who repeated my food order back to me using internal jargon codes.",4.0,2023-12-14,United Kingdom,True,much better experience time around flew cpt lhr new checkin efficient used bidvest lounge cpt better ba lounge boarding speedy new business class club suite good slightly irritating directed wrong seat instead k meant settling passenger showed arranged seat switch second time row happened ba staff memorise side plane get right captain announcement short point welcome drink served correct temperature e cold first time ever previously ba always served welcome champagne warm ife system good everything worked felt slightly cheap business class passenger pay wifi bother cocktail good nut came cheap plastic tray naff airline bring something classier female flight attendant came take order asked rooibas panacotta chicken breast repeated back want p c bizarre thing say misheard thought said want beef sea confusion reigned explained checklist passenger order abbreviate first letter saying p panacotta c chicken bizarre repeat back order passenger code say confirm panacotta start chicken main dish like every restaurant airline world internal coding food ordering exactly internal even looked irritated understand jargon first time food came excellent much much better recent flight read somewhere ba changed caterer show panacotta superb chicken good restaurant quality wine ok good definitely good excellent feel food got better ba business class wine got worse certainly compared air france also flown recently wine brought time afer finished eating lass time flew ba business cheese also good teeth crackingly cold last time good night sleep plenty snack wanted run breakfast excellent coffee hot previously lukewarm vastly improved service offering staff seemed rushed foot would hurt extra flight attendant look many business class seat overall summary vastly improved passenger proposition would deduct point showing wrong seat another point bizarre interaction female flight attendant repeated food order back using internal jargon code,0.20307553143374035,Positive,Not Recommended
69,"✅ Trip Verified | Once again a terrible business class experience with BA. The flight was delayed by 4.5 hours, The plane was very old with problems with at least 4 of the seats in business class not cleaned properly prior to departure. Food was terrible as always with BA and only one choice available from advertised menu. As a result of the delay we missed our connecting flight from Heathrow and instead of putting us on the next connection they chose the second last flight of the day - which was also delayed by over an hour meaning we had an additional 4 hour delay whilst at Heathrow. At no point were we advised about our compensation rights (despite asking at check in and connections) or provided any vouchers during the delays. Having flown Etihad, Qatar and Virgin business class equivalents over the last year it is clear to see how big the gulf now is between BA and its rivals. ",1.0,2023-12-12,United Kingdom,True,terrible business class experience ba flight delayed hour plane old problem least seat business class cleaned properly prior departure food terrible always ba one choice available advertised menu result delay missed connecting flight heathrow instead putting u next connection chose second last flight day also delayed hour meaning additional hour delay whilst heathrow point advised compensation right despite asking check connection provided voucher delay flown etihad qatar virgin business class equivalent last year clear see big gulf ba rival,-0.10879120879120882,Negative,Not Recommended
70,"✅ Trip Verified |  BA A380's are showing their age, hopefully they will update the interiors soon because it was a let down especially when the flight lasts 11 hours. Cabin crew were good and helpful. Dinner was ok but the breakfast was grim. On board entertainment was not the latest and seat back USB points didn't work. The only upside of BA is that it is only 1 of 2 airlines who fly this route directly and their pricing reflects this, if you're prepared to lay over then there are better airlines out there.",8.0,2023-12-12,United Kingdom,True,ba showing age hopefully update interior soon let especially flight last hour cabin crew good helpful dinner ok breakfast grim board entertainment latest seat back usb point work upside ba airline fly route directly pricing reflects prepared lay better airline,0.21000000000000002,Positive,Recommended
71,"✅ Trip Verified |   Credit to BA - Flew to Singapore recently and also back from Doha to London and both experiences were great. Service was fantastic as was the quality of the food, entertainment and was left feeling BA have got it together after a few previous below average experiences. You definitely notice the difference with the staff on BA - Far more approachable and outgoing compared to the cold and corporate middle eastern airline crews. Nice one BA for 2 great flights.",3.0,2023-12-10,United Kingdom,True,credit ba flew singapore recently also back doha london experience great service fantastic quality food entertainment left feeling ba got together previous average experience definitely notice difference staff ba far approachable outgoing compared cold corporate middle eastern airline crew nice one ba great flight,0.1273809523809524,Positive,Not Recommended
72,"✅ Trip Verified |   The check in area for premium classes at Gatwick is very nice, and there was no queue when I arrived so I was able to drop my bag very quickly. Premium security at Gatwick is fine. The flight was delayed due to NATS issues, but the member of staff on arriving at the lounge let me know of this. The lounge is nicevand it’ very comfortable. There was an excellent range of food and drinks. All the drinks you would expect. Food wise there were sandwiches, soup, pasta, salads, fruit, Spanish stew, as well as turkey and ham pies with mashed potato, roasted parsnips and carrots and gravy. It was all really good and particularly nice to see so many options. Boarding was pretty slow, although the gate crew did a good job to keep it well organised and allow priority passengers to board first. As has been well documented the onboard experience in terms of seat on ba Europe business is pretty poor, but in line with other European carriers sadly. That being said, the seat is well padded and comfortable and the adjustable headrest is quite good. The on board catering was of excellent quality. I was lucky to get my preferred option of the roast turkey, but several people sat near me weren’t as lucky. I do understand that meal options may run out but when the meal options are roast turkey with all the trimmings, vegetarian cottage pie or a chicken salad you really should be stocking enough for every passenger to get the proper meal  Or failing that, allow an order in advance service where you then only stock the meals that people want to eat. Whilst I fully support the desire to minimise waste, both food and cost, people really should really be able to get the ideal meal option. Unfortunately one of the people affected reacted very badly to this and took it out on the cabin crew which is unacceptable.. they also lost a bit of perspective about just how serious a situation it actually was! The cabin crew were  very nice, friendly and professional, if a little slow.. but not to the point of detracting from the positive experience I had. The ground service at Gran Canaria was pretty poor, priority bags clearly meant nothing. 95% of bags coming out were not priority, mine came out about halfway through bag delivery and demonstrates poor delivery of service and not  fulfilling on the service they promise to their customers. Overall though it was a very nice flight, and having paid for it using avios and £1 I cannot complain at all.",4.0,2023-12-10,United Kingdom,True,check area premium class gatwick nice queue arrived able drop bag quickly premium security gatwick fine flight delayed due nats issue member staff arriving lounge let know lounge nicevand comfortable excellent range food drink drink would expect food wise sandwich soup pasta salad fruit spanish stew well turkey ham pie mashed potato roasted parsnip carrot gravy really good particularly nice see many option boarding pretty slow although gate crew good job keep well organised allow priority passenger board first well documented onboard experience term seat ba europe business pretty poor line european carrier sadly said seat well padded comfortable adjustable headrest quite good board catering excellent quality lucky get preferred option roast turkey several people sat near lucky understand meal option may run meal option roast turkey trimming vegetarian cottage pie chicken salad really stocking enough every passenger get proper meal failing allow order advance service stock meal people want eat whilst fully support desire minimise waste food cost people really really able get ideal meal option unfortunately one people affected reacted badly took cabin crew unacceptable also lost bit perspective serious situation actually cabin crew nice friendly professional little slow point detracting positive experience ground service gran canaria pretty poor priority bag clearly meant nothing bag coming priority mine came halfway bag delivery demonstrates poor delivery service fulfilling service promise customer overall though nice flight paid using avios cannot complain,0.17946212121212116,Positive,Not Recommended
73,✅ Trip Verified |  The flight took off a little late due to Heathrow congestion but still landed on schedule. Boarding was smooth and the onboard service was efficient. A small snack was served for free with a bottle of water; additional items were available for purchase. The cabin and toilets were very clean. Overall an unremarkable flight but in a good way!,9.0,2023-12-09,United Kingdom,True,flight took little late due heathrow congestion still landed schedule boarding smooth onboard service efficient small snack served free bottle water additional item available purchase cabin toilet clean overall unremarkable flight good way,0.12462121212121212,Positive,Recommended
74,✅ Trip Verified | Check in at MIA straightforward. BA use American flagship lounge near gate D30 which is excellent. Flight delayed but only by 1 hours. Boarding chaotic. On board staff were fine. Seat was fine too but product ageing. Post take off service prompt. Slept for 6 hours. I noticed that in club world BA have ditched rose champagne which is a shame. Pre arrival breakfast was ok. Slow to deplane. Luggage off ok.,1.0,2023-12-04,United Kingdom,True,check mia straightforward ba use american flagship lounge near gate excellent flight delayed hour boarding chaotic board staff fine seat fine product ageing post take service prompt slept hour noticed club world ba ditched rose champagne shame pre arrival breakfast ok slow deplane luggage ok,0.36083333333333334,Neutral,Not Recommended
75,"✅ Trip Verified |   Never I saw such a terrible customer experience. The plane landed already 30 minutes late: despite any operational delays, the boarding took over 1 hour because the crew did not know where to place the luggages. After this long 1 hour boarding process, the captain did not apologise.  This is extremely frustrating when this occurs on a night flight, forcing passengers to lose train connections to home.",1.0,2023-12-03,United Kingdom,True,never saw terrible customer experience plane landed already minute late despite operational delay boarding took hour crew know place luggage long hour boarding process captain apologise extremely frustrating occurs night flight forcing passenger lose train connection home,-0.4375,Neutral,Not Recommended
76,"✅ Trip Verified |  Having not flown with BA for a few years, I read some of the reviews in preparation, needless to say I boarded this flight with low expectations. I was pleasantly surprised as the flight was ok. We left LHR a few minutes early and arrived at JNB ahead of schedule. Cabin crew, although not as good as some carriers were attentive and professional. Onboard catering was a disappointment as if you were unlucky to miss out on the chicken you were given a very sloppy pasta. On board entertainment has never been BA's strong point and sadly that hasn't changed. Unfortunately BA is not the prestigious carrier it once was but its not as bad (from my experience) as some reviews suggest.",7.0,2023-11-30,United Kingdom,True,flown ba year read review preparation needle say boarded flight low expectation pleasantly surprised flight ok left lhr minute early arrived jnb ahead schedule cabin crew although good carrier attentive professional onboard catering disappointment unlucky miss chicken given sloppy pasta board entertainment never ba strong point sadly changed unfortunately ba prestigious carrier bad experience review suggest,-0.06555555555555556,Negative,Recommended
77,✅ Trip Verified |  Quick bag drop at First Wing but too many passengers so had to use fast track security in main terminal. Direct entry to Concorde room outside security south. Ate excellent breakfast which was served promptly. Concorde room is a nice place to wait for a flight there is some interesting memorabilia and an excellent bar. Boarding from c gates was disorganised and slow. On board cabin crew excellent. Good choice of beverages and these were of high quality. Food was good. Seat comfortable. No first bedding provided. On time arrival into Miami. Baggage took 1 hour to arrive,5.0,2023-11-23,United Kingdom,True,quick bag drop first wing many passenger use fast track security main terminal direct entry concorde room outside security south ate excellent breakfast served promptly concorde room nice place wait flight interesting memorabilia excellent bar boarding c gate disorganised slow board cabin crew excellent good choice beverage high quality food good seat comfortable first bedding provided time arrival miami baggage took hour arriv,0.4200000000000001,Positive,Not Recommended
78,"✅ Trip Verified |  Booked online months ago and the only hitch was replacement aircraft meaning chosen seats were different. I was informed of this prior to departure so could amend. Bag drop at MAN T3 wasn't smooth but I suspect that was MAN fault. Shuttle boarding was slow and delayed meaning a rush at LHR T5. The flight to CPT was full but we left more or less on time. The cabin was clean and PE was what we expected, sufficient leg and arm room plus a few little perks with drinks. Only complaint is the seats actually recline too far. Staff were very good during the first few hours of service, especially George. Food was quite tasty but one option wasn't loaded. Breakfast was also quite tasty and we landed on time. The fly in the ointment is both our cases arrived late on the carousel and only later did we notice both had been broken into, likely at CPT. All in all a pleasant surprise.",1.0,2023-11-08,United Kingdom,True,booked online month ago hitch replacement aircraft meaning chosen seat different informed prior departure could amend bag drop man smooth suspect man fault shuttle boarding slow delayed meaning rush lhr flight cpt full left le time cabin clean pe expected sufficient leg arm room plus little perk drink complaint seat actually recline far staff good first hour service especially george food quite tasty one option loaded breakfast also quite tasty landed time fly ointment case arrived late carousel later notice broken likely cpt pleasant surprise,0.10059523809523808,Negative,Not Recommended
79,"✅ Trip Verified |  The flight was on time. The crew were polite. It was the same story on my outward flight. I find that BA in Europe is generally pretty good, though I regret that they have substituted Prosecco for Champagne on the list of drinks you can buy in economy! So many complaints about BA and other airlines revolve around lost luggage that I never check in bags, even for long trips.",1.0,2023-11-07,United Kingdom,True,flight time crew polite story outward flight find ba europe generally pretty good though regret substituted prosecco champagne list drink buy economy many complaint ba airline revolve around lost luggage never check bag even long trip,0.21999999999999997,Neutral,Not Recommended
80,"✅ Trip Verified |  As an infrequent flyer, British Airways was always my first choice. With some reassurance and comfort of service, quality, luggage allowance etc. In fact I’ve never flown with the budget airlines. My most recent flight has now changed my view and causes me to reflect on what am I actually getting for my money and is BA what they once were. While the flights were around an hour delayed both ways, the cabin and ground staff service were ok. It is the facilities (or lack of) that I am most disappointed by. The flight was Approx 4 and a half hours and the only thing offered was a half cup of water that was poured out and a bite sized banana slice of cake. In fact on my return journey I wasn’t even offered the water! To top it off BA no longer have a media screen from which you can select something to pass the time away. There wasn’t even the obligatory flight journey. The WiFi was poor. I couldn’t even access the shop. However, for a fee so much more was available. This explains BAs record profit of £1.52bn. So, the question is, what am I paying for? I will now for sure opt for the budget airlines. They are transparent with what they offer and what you have to pay for, which I can decide to choose or not. As BA now stands for Basic Airways I’ll go elsewhere and get basic for cheaper.",7.0,2023-11-05,United Kingdom,True,infrequent flyer british airway always first choice reassurance comfort service quality luggage allowance etc fact never flown budget airline recent flight changed view cause reflect actually getting money ba flight around hour delayed way cabin ground staff service ok facility lack disappointed flight approx half hour thing offered half cup water poured bite sized banana slice cake fact return journey even offered water top ba longer medium screen select something pas time away even obligatory flight journey wifi poor even access shop however fee much available explains ba record profit bn question paying sure opt budget airline transparent offer pay decide choose ba stand basic airway go elsewhere get basic cheaper,0.04761904761904762,Neutral,Recommended
81,"✅ Trip Verified |  London Heathrow to Gibraltar on 24th October 2023. I shall start by reference to the booking process. I used the BA website to reserve the seat and food the website to be easy to use and clear in every aspect. The flight was due to depart from terminal 3 but the passengers were bussed for a good 15 minutes to a different part of the airport where the aircraft was on a stand. When boarding the flight the cabin-crew kept a very low profile and this was maintained during the entire flight. The captain made 3 brief announcements during the flight. There was no in-flight entertainment. The seats were clean and comfortable enough for a short flight. The lack of catering was overt. Other than a tiny bottle of water and an inedible “breakfast bar” one had to use an online system to order even a drink and of course pay for it too. The passengers next to me could not use the online system as it doe not seem to work and the cabin refused to sell them a coffee because of this fault. Moreover, the USB charge points did not work either. Given the early hour of the flight it is a poor show that there are not even for sale items available from a trolley service. The system BA have in place is not good enough. The flight arrived on-time. The disembarkation was inefficient though and poorly managed and the crew were not to be seen. The crew were wearing the new BA uniform and it seems to reflect a downward trend of the airline. To be candid, there was any difference between this BA service and that of so-called “budget” rivals. On this route BA have a monopoly and so I did not have an option to use the services of a different company.",8.0,2023-10-28,United Kingdom,True,london heathrow gibraltar th october shall start reference booking process used ba website reserve seat food website easy use clear every aspect flight due depart terminal passenger bussed good minute different part airport aircraft stand boarding flight cabin crew kept low profile maintained entire flight captain made brief announcement flight flight entertainment seat clean comfortable enough short flight lack catering overt tiny bottle water inedible breakfast bar one use online system order even drink course pay passenger next could use online system doe seem work cabin refused sell coffee fault moreover usb charge point work either given early hour flight poor show even sale item available trolley service system ba place good enough flight arrived time disembarkation inefficient though poorly managed crew seen crew wearing new ba uniform seems reflect downward trend airline candid difference ba service called budget rival route ba monopoly option use service different company,0.1309288537549407,Positive,Recommended
82,"Not Verified |  I flew London to Cairo and return in October 2023. It was basically a perfectly good pair of flights in Economy, with pleasant and professional cabin crew (especially on the return journey). Being only 1.73 m tall I have no problem with legroom in the back of the plane, the seat was OK if getting a little numbing after 5 hours, and the return of a rather good included snack box and drinks was welcome. However, it must be said that the value for money was poor: with a checked bag on the return leg only, this was a nearly £700 ticket. And although I am content to pass the time by reading or sleeping, it was surprising to find no in-flight entertainment on 5-hour flights. However, overall I would still recommend BA and would do so even more enthusiastically if it was more sensibly priced.",6.0,2023-10-23,United Kingdom,False,verified flew london cairo return october basically perfectly good pair flight economy pleasant professional cabin crew especially return journey tall problem legroom back plane seat ok getting little numbing hour return rather good included snack box drink welcome however must said value money poor checked bag return leg nearly ticket although content pas time reading sleeping surprising find flight entertainment hour flight however overall would still recommend ba would even enthusiastically sensibly priced,0.28814102564102567,Positive,Neutral
83,"Not Verified |   Flew back from Malta after scattering our son's ashes at his favourite spots. When we boarded the aircraft for our return flight my wife became upset. A member of the cabin crew noticed this and immediately spoke to my wife and tried to reassure her. Her name is Tracey, an exceptional crew member. I noticed she spoke to other travellers in a courteous manner and was friendly. Each time she passed my wife she asked how she was and would she like anything. This kindness made a difficult time easier for us both. Aircraft seats were comfortable and service good for a 2hrs. 45mins. flight. Thank you B.A.",7.0,2023-10-22,United Kingdom,False,verified flew back malta scattering son ash favourite spot boarded aircraft return flight wife became upset member cabin crew noticed immediately spoke wife tried reassure name tracey exceptional crew member noticed spoke traveller courteous manner friendly time passed wife asked would like anything kindness made difficult time easier u aircraft seat comfortable service good hr min flight thank b,0.32023809523809516,Positive,Recommended
84,"✅ Trip Verified |  I have been using BA for a while now and on average I cannot say that I am pretty satisfied. BA somehow experience cancellations and delays most of the time. Second, the in-flight service is usually weak. Food portions are small and cabin crew is not very helpful especially when it comes to drink requests. The screens in the A380s should be renewed as they are full of scratches and same size as A321s. Especially in longer flights, the entertainment system becomes more important. There is also no welcome package except for pillow and small blanket. I would expect more from BA. If you are flying from the US to anywhere except the UK, I would recommend considering other airlines. But if you are flying to/from UK directly, then BA could be one of your choices.",8.0,2023-10-21,United Kingdom,True,using ba average cannot say pretty satisfied ba somehow experience cancellation delay time second flight service usually weak food portion small cabin crew helpful especially come drink request screen renewed full scratch size especially longer flight entertainment system becomes important also welcome package except pillow small blanket would expect ba flying u anywhere except uk would recommend considering airline flying uk directly ba could one choice,0.10576923076923077,Neutral,Recommended
